               ,ESCUELA PREPARATORIA NUM. 3\\ TURNO MATUTINO                                     ,24,SAN LUIS POTOSI,aaa,,
22PBH0009V     ,NUEVO CONTINENTE                                                                ,22,QUERETARO,SANTIAGO DE QUERETARO,BACHILLERATO GENERAL DE 3 AÑOS,PARTICULAR
22PBH0010K     ,COLEGIO FRAY LUIS DE LEON                                                       ,22,QUERETARO,SANTIAGO DE QUERETARO,BACHILLERATO GENERAL DE 3 AÑOS,PARTICULAR
22PBH0011J     ,ALMA MURIEL                                                                     ,22,QUERETARO,SANTIAGO DE QUERETARO,BACHILLERATO GENERAL DE 3 AÑOS,PARTICULAR
22PBH0013H     ,COLEGIO LAFAYETTE DE QUERETARO\\ A. C.                                           ,22,QUERETARO,SANTIAGO DE QUERETARO,BACHILLERATO GENERAL DE 3 AÑOS,PARTICULAR
22PBH0014G     ,CINCO DE MAYO                                                                   ,22,QUERETARO,SANTIAGO DE QUERETARO,BACHILLERATO GENERAL DE 3 AÑOS,PARTICULAR
22PBH0016E     ,COLEGIO MARCELINA                                                               ,22,QUERETARO,SANTIAGO DE QUERETARO,BACHILLERATO GENERAL DE 3 AÑOS,PARTICULAR
22PBH0017D     ,INSTITUTO ORIENTE ARBOLEDAS\\ S. C.                                              ,22,CORREGIDORA,EL PUEBLITO,BACHILLERATO GENERAL DE 3 AÑOS,PARTICULAR
22PBH0018C     ,INSTITUTO CUMBRES DE QUERETARO                                                  ,22,QUERETARO,SANTIAGO DE QUERETARO,BACHILLERATO GENERAL DE 3 AÑOS,PARTICULAR
22PBH0020R     ,CORREGIDORA                                                                     ,22,SAN JUAN DEL RIO,SAN JUAN DEL RIO,BACHILLERATO GENERAL DE 3 AÑOS,PARTICULAR
22PBH0021Q     ,COLEGIO MOTOLINIA                                                               ,22,SAN JUAN DEL RIO,SAN JUAN DEL RIO,BACHILLERATO GENERAL DE 3 AÑOS,PARTICULAR
22PBH0022P     ,COLEGIO ANGLO MEXICANO DE QUERETARO                                             ,22,QUERETARO,SANTIAGO DE QUERETARO,BACHILLERATO GENERAL DE 3 AÑOS,PARTICULAR
22PBH0023O     ,CENTRO ESCOLAR MEXICO                                                           ,22,SAN JUAN DEL RIO,VISTA HERMOSA (CUASINADA),BACHILLERATO GENERAL DE 3 AÑOS,PARTICULAR
22PBH0025M     ,ITESM CAMPUS QUERETARO                                                          ,22,QUERETARO,SANTIAGO DE QUERETARO,BACHILLERATO GENERAL DE 3 AÑOS,PARTICULAR
22PBH0026L     ,LIC. JOSE GUADALUPE RAMIREZ ALVAREZ                                             ,22,QUERETARO,SANTIAGO DE QUERETARO,BACHILLERATO GENERAL DE 3 AÑOS,PARTICULAR
22PBH0027K     ,COLEGIO CONSTANTINO                                                             ,22,SAN JUAN DEL RIO,RANCHO BANTHI,BACHILLERATO GENERAL DE 3 AÑOS,PARTICULAR
22PBH0028J     ,COLEGIO MONTPELLIER                                                             ,22,QUERETARO,SANTIAGO DE QUERETARO,BACHILLERATO GENERAL DE 3 AÑOS,PARTICULAR
22PBH0029I     ,PREPARATORIA I T E C A                                                          ,22,QUERETARO,SANTIAGO DE QUERETARO,BACHILLERATO GENERAL DE 3 AÑOS,PARTICULAR
22PBH0030Y     ,LA PROVIDENCIA                                                                  ,22,CORREGIDORA,EL PUEBLITO,BACHILLERATO GENERAL DE 3 AÑOS,PARTICULAR
22PBH0031X     ,UNIVERSIDAD MARISTA DE QUERETARO\\ A. C.                                         ,22,QUERETARO,SANTIAGO DE QUERETARO,BACHILLERATO GENERAL DE 3 AÑOS,PARTICULAR
22PBH0032W     ,ESCUELA PREPARATORIA LEONARDO DE VINCI                                          ,22,QUERETARO,SANTIAGO DE QUERETARO,BACHILLERATO GENERAL DE 3 AÑOS,PARTICULAR
22PBH0033V     ,COLEGIO ALAMOS                                                                  ,22,QUERETARO,SANTIAGO DE QUERETARO,BACHILLERATO GENERAL DE 3 AÑOS,PARTICULAR
22PBH0034U     ,COLEGIO FONTANAR                                                                ,22,CORREGIDORA,SAN FRANCISCO,BACHILLERATO GENERAL DE 3 AÑOS,PARTICULAR
22PBH0035T     ,CENTRO DE ESTUDIOS UNIVERSITARIOS DE QUERETARO\\ A. C.                           ,22,QUERETARO,SANTIAGO DE QUERETARO,BACHILLERATO GENERAL DE 3 AÑOS,PARTICULAR
22PBH0036S     ,ESCUELA PREPARATORIA AGUSTIN QUIÑONES MAY                                       ,22,QUERETARO,SANTIAGO DE QUERETARO,BACHILLERATO GENERAL DE 3 AÑOS,PARTICULAR
22PBH0037R     ,COLEGIO DIEGO OLVERA ESTRADA                                                    ,22,QUERETARO,SANTIAGO DE QUERETARO,BACHILLERATO GENERAL DE 3 AÑOS,PARTICULAR
22PBH0038Q     ,CENTRO UNIVERSITARIO SALVADOR VAZQUEZ ALTAMIRANO\\ A.C.                          ,22,QUERETARO,SANTIAGO DE QUERETARO,BACHILLERATO GENERAL DE 3 AÑOS,PARTICULAR
22PBH0039P     ,COLEGIO JUVENTUD MILENIO\\ S. C.                                                 ,22,QUERETARO,SANTIAGO DE QUERETARO,BACHILLERATO GENERAL DE 3 AÑOS,PARTICULAR
22PBH0040E     ,INSTITUTO SOVANY                                                                ,22,TEQUISQUIAPAN,TEQUISQUIAPAN,BACHILLERATO GENERAL DE 3 AÑOS,PARTICULAR
22PBH0041D     ,INSTITUTO PLANCARTE SAN JUAN DEL RIO                                            ,22,SAN JUAN DEL RIO,SAN JUAN DEL RIO,BACHILLERATO GENERAL DE 3 AÑOS,PARTICULAR
22PBH0043B     ,SANTIAGO GALAS                                                                  ,22,TEQUISQUIAPAN,TEQUISQUIAPAN,BACHILLERATO GENERAL DE 3 AÑOS,PARTICULAR
22PBH0044A     ,GUSTAVO ADOLFO BECQUER                                                          ,22,QUERETARO,SANTIAGO DE QUERETARO,BACHILLERATO GENERAL DE 3 AÑOS,PARTICULAR
22PBH0045Z     ,INSTITUTO ANTONIO LEON Y GAMA                                                   ,22,QUERETARO,SANTIAGO DE QUERETARO,BACHILLERATO GENERAL DE 3 AÑOS,PARTICULAR
22PBH0046Z     ,COLEGIO EDUCACION Y PATRIA                                                      ,22,QUERETARO,SANTIAGO DE QUERETARO,BACHILLERATO GENERAL DE 3 AÑOS,PARTICULAR
22PBH0047Y     ,PREPARATORIA CERVANTES DE QUERETARO                                             ,22,QUERETARO,SANTIAGO DE QUERETARO,BACHILLERATO GENERAL DE 3 AÑOS,PARTICULAR
22PBH0048X     ,CENTRO UNION                                                                    ,22,TEQUISQUIAPAN,TEQUISQUIAPAN,BACHILLERATO GENERAL DE 3 AÑOS,PARTICULAR
22PBH0049W     ,COLEGIO CELTA INTERNACIONAL                                                     ,22,CORREGIDORA,LOS OLVERA,BACHILLERATO GENERAL DE 3 AÑOS,PARTICULAR
22PBH0050L     ,COLEGIO REAL DE QUERENDA BACHILLERATO                                           ,22,TEQUISQUIAPAN,TEQUISQUIAPAN,BACHILLERATO GENERAL DE 3 AÑOS,PARTICULAR
22PBH0051K     ,COLEGIO MEXICO NUEVO                                                            ,22,QUERETARO,SANTIAGO DE QUERETARO,BACHILLERATO GENERAL DE 3 AÑOS,PARTICULAR
22PBH0052J     ,VANGUARDIA EDUCATIVA DE MEXICO                                                  ,22,QUERETARO,SANTIAGO DE QUERETARO,BACHILLERATO GENERAL DE 3 AÑOS,PARTICULAR
22PBH0053I     ,CLARA BARTON                                                                    ,22,QUERETARO,SANTIAGO DE QUERETARO,BACHILLERATO GENERAL DE 3 AÑOS,PARTICULAR
22PBH0054H     ,INSTITUTO THOMAS JEFFERSON CAMPUS QUERETARO\\ S.C.                               ,22,QUERETARO,SANTIAGO DE QUERETARO,BACHILLERATO GENERAL DE 3 AÑOS,PARTICULAR
22PBH0055G     ,INSTITUTO SANTIAGO (PREPARATORIA)                                               ,22,SAN JUAN DEL RIO,SAN JUAN DEL RIO,BACHILLERATO GENERAL DE 3 AÑOS,PARTICULAR
22PBH0802U     ,INSTITUTO BILINGUE VICTORIA\\ A. C.                                              ,22,TEQUISQUIAPAN,TEQUISQUIAPAN,BACHILLERATO GENERAL DE 3 AÑOS,PARTICULAR
22PBH3056Z     ,CLEMENCIA BORJA TABOADA                                                         ,22,QUERETARO,SANTIAGO DE QUERETARO,BACHILLERATO GENERAL DE 3 AÑOS,PARTICULAR
22PBH3072R     ,INSTITUTO QUERETANO                                                             ,22,QUERETARO,SANTIAGO DE QUERETARO,BACHILLERATO GENERAL DE 3 AÑOS,PARTICULAR
22PBH3074P     ,CENTRO UNION                                                                    ,22,SAN JUAN DEL RIO,SAN JUAN DEL RIO,BACHILLERATO GENERAL DE 3 AÑOS,PARTICULAR
22PBH3080Z     ,LA PAZ                                                                          ,22,QUERETARO,SANTIAGO DE QUERETARO,BACHILLERATO GENERAL DE 3 AÑOS,PARTICULAR
22PBH3143V     ,JOHN F KENNEDY                                                                  ,22,QUERETARO,SANTIAGO DE QUERETARO,BACHILLERATO GENERAL DE 3 AÑOS,PARTICULAR
22PBH3182X     ,BACHILERATO DE LA UNIVERSIDAD DEL VALLE DE MEXICO QUERETARO                     ,22,QUERETARO,JURIQUILLA,BACHILLERATO GENERAL DE 3 AÑOS,PARTICULAR
22PBH3186T     ,COLEGIO LA SALLE SAN JUAN DEL RIO                                               ,22,SAN JUAN DEL RIO,SAN JUAN DEL RIO,BACHILLERATO GENERAL DE 3 AÑOS,PARTICULAR
22PBH3187S     ,UNIVERSIDAD IBEROMEXICANA\\ BACHILLERATO GENERAL                                 ,22,QUERETARO,SANTIAGO DE QUERETARO,BACHILLERATO GENERAL DE 3 AÑOS,PARTICULAR
22PBH3241W     ,PREPARATORIA DEL INSTITUTO ASUNCION DE QUERETARO                                ,22,QUERETARO,SANTIAGO DE QUERETARO,BACHILLERATO GENERAL DE 3 AÑOS,PARTICULAR
22PBH3248P     ,BACHILLERATO JAIME TORRES BODET                                                 ,22,SAN JUAN DEL RIO,SAN JUAN DEL RIO,BACHILLERATO GENERAL DE 3 AÑOS,PARTICULAR
22PBH3292C     ,CENTRO UNIVERSITARIO DE EDUCACION CONTEMPORANEA                                 ,22,QUERETARO,SANTIAGO DE QUERETARO,BACHILLERATO GENERAL DE 3 AÑOS,PARTICULAR
22PBH3314Y     ,PREPARATORIA CONIN                                                              ,22,SAN JUAN DEL RIO,SAN JUAN DEL RIO,BACHILLERATO GENERAL DE 3 AÑOS,PARTICULAR
22PBH3413Y     ,PAULA MONTAL DE QUERETARO\\ A. C.                                                ,22,EL MARQUES,LA CAÑADA,BACHILLERATO GENERAL DE 3 AÑOS,PARTICULAR
22PBH3479G     ,COLEGIO NACIONAL DE CAPACITACION INTENSIVA PLANTEL QUERETARO                    ,22,QUERETARO,SANTIAGO DE QUERETARO,BACHILLERATO GENERAL DE 3 AÑOS,PARTICULAR
22PBH3502R     ,INSTITUTO ALPES DE QUERETARO                                                    ,22,QUERETARO,SANTIAGO DE QUERETARO,BACHILLERATO GENERAL DE 3 AÑOS,PARTICULAR
22PCT0001X     ,INSTITUTO MONTREAL DE ESTUDIOS TECNICOS CAMPUS QUERETARO                        ,22,CORREGIDORA,EL PUEBLITO,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
22PCT0002W     ,INSTITUTO CAMBRIDGE                                                             ,22,QUERETARO,SANTIAGO DE QUERETARO,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
22PCT0003V     ,ESCUELA PREPARATORIA BLAS PASCAL                                                ,22,QUERETARO,SANTIAGO DE QUERETARO,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
22PCT0004U     ,ESCUELA TECNICA COMERCIAL VASCO DE QUIROGA                                      ,22,QUERETARO,SANTIAGO DE QUERETARO,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
22PCT0005T     ,INSTITUTO DE ESTUDIOS TURISTICOS DEL CENTRO                                     ,22,QUERETARO,SANTIAGO DE QUERETARO,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
22PCT0008Q     ,INSTITUTO COMERCIAL IMEC                                                        ,22,QUERETARO,SANTIAGO DE QUERETARO,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
22PCT0009P     ,INSTITUTO MEXICANO DE ESTUDIOS COMERCIALES                                      ,22,QUERETARO,SANTIAGO DE QUERETARO,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
22PCT0010E     ,INSTITUTO SOCIAL COMERCIAL EN CONTADURIA ADMINISTRATIVA                         ,22,QUERETARO,SANTIAGO DE QUERETARO,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
22PCT0012C     ,INSTITUTO SOCIAL COMERCIAL EN CONTADURIA ADMINISTRATIVA                         ,22,EZEQUIEL MONTES,LA LAGUNA,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
22PCT0013B     ,INSTITUTO SOCIAL COMERCIAL EN CONTADURIA ADMINISTRATIVA                         ,22,PEDRO ESCOBEDO,PEDRO ESCOBEDO,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
22PCT0014A     ,CONJUNTO EDUCATIVO SOCIAL COMERCIAL ADMINISTRATIVO\\ A. C.                       ,22,QUERETARO,SANTIAGO DE QUERETARO,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
22PCT0015Z     ,INSTITUTO PROFESIONAL DE INFORMATICA Y COMPUTACION                              ,22,SAN JUAN DEL RIO,SAN JUAN DEL RIO,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
22PCT0016Z     ,INSTITUTO SOCIAL EDUCATIVO COMERCIAL ADMINISTRATIVO                             ,22,QUERETARO,SANTIAGO DE QUERETARO,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
22PCT0019W     ,INSTITUTO DE EDUCACION ADMINISTRATIVA SOCIAL I.D.E.A.S                          ,22,QUERETARO,SANTIAGO DE QUERETARO,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
22PCT0020L     ,CENTRO DE ESTUDIOS DE BACHILLERATO JHON VON NEUMANN                             ,22,QUERETARO,SANTIAGO DE QUERETARO,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
22PCT0022J     ,INSTITUTO REMBRANDT                                                             ,22,QUERETARO,SANTIAGO DE QUERETARO,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
22PCT0023I     ,CENTRO CULTURAL FRAY JUNIPERO SERRA                                             ,22,QUERETARO,SANTIAGO DE QUERETARO,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
22PCT0024H     ,COLEGIO LA FAYETTE                                                              ,22,SAN JUAN DEL RIO,SAN JUAN DEL RIO,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
22PCT0025G     ,PROFESOR J. JESUS PEREZ MENDEZ                                                  ,22,QUERETARO,SANTIAGO DE QUERETARO,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
22PCT0026F     ,CENTRO DE ESTUDIOS DE BACHILLERATO TECNOLOGICO MEZMAR                           ,22,SAN JUAN DEL RIO,SAN JUAN DEL RIO,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
22PCT0027E     ,INSTITUTO TECNOLOGICO ANGLO MEXICANO                                            ,22,QUERETARO,SANTIAGO DE QUERETARO,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
22PCT0028D     ,INSTITUTO DE BACHILLERATO ISIMA                                                 ,22,QUERETARO,SANTIAGO DE QUERETARO,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
22PET0006Q     ,CETVA                                                                           ,22,QUERETARO,SANTIAGO DE QUERETARO,PROFESIONAL TECNICO,PARTICULAR
22PET0009N     ,ACADEMIA MOTOLINIA                                                              ,22,QUERETARO,SANTIAGO DE QUERETARO,PROFESIONAL TECNICO,PARTICULAR
22PET0011B     ,ESCUELA DE ASISTENTES EDUCATIVOS CHIQUITINES\\ A. C.                             ,22,SAN JUAN DEL RIO,SAN JUAN DEL RIO,PROFESIONAL TECNICO,PARTICULAR
22PET0012A     ,INSTITUTO CAMBRIDGE                                                             ,22,QUERETARO,SANTIAGO DE QUERETARO,PROFESIONAL TECNICO,PARTICULAR
22PET0013Z     ,INSTITUTO POLITECNICO DE INFORMATICA Y COMPUTACION                              ,22,SAN JUAN DEL RIO,SAN JUAN DEL RIO,PROFESIONAL TECNICO,PARTICULAR
22PET0014Z     ,ESCUELA DE ASISTENTES EDUCATIVAS THOMAS ALVA EDISON                             ,22,SAN JUAN DEL RIO,SAN JUAN DEL RIO,PROFESIONAL TECNICO,PARTICULAR
22PET0018V     ,INSTITUTO QUERETANO DE TAE KWON DO A.C.                                         ,22,QUERETARO,SANTIAGO DE QUERETARO,PROFESIONAL TECNICO,PARTICULAR
22PET0022H     ,INSTITUTO COMERCIAL FEMENINO DE QUERETARO\\ A. C.                                ,22,QUERETARO,SANTIAGO DE QUERETARO,PROFESIONAL TECNICO,PARTICULAR
22PET0024F     ,CENTRO DE FORMACION DE RECURSOS DE ENFERMERIA DE QUERETARO\\ A.C.                ,22,QUERETARO,SANTIAGO DE QUERETARO,PROFESIONAL TECNICO,PARTICULAR
22PET0025E     ,ESCUELA DE COMERCIO Y ADMINISTRACION                                            ,22,QUERETARO,SANTIAGO DE QUERETARO,PROFESIONAL TECNICO,PARTICULAR
22PET0029A     ,INSTITUTO FOREDMA                                                               ,22,QUERETARO,SANTIAGO DE QUERETARO,PROFESIONAL TECNICO,PARTICULAR
22UBH0001O     ,PREPARATORIA NORTE                                                              ,22,QUERETARO,SANTIAGO DE QUERETARO,BACHILLERATO GENERAL DE 3 AÑOS,AUTONOMO
22UBH0002N     ,PREPARATORIA SUR                                                                ,22,QUERETARO,SANTIAGO DE QUERETARO,BACHILLERATO GENERAL DE 3 AÑOS,AUTONOMO
22UBH0003M     ,PREPARATORIA DE SAN JUAN DEL RIO                                                ,22,SAN JUAN DEL RIO,SAN JUAN DEL RIO,BACHILLERATO GENERAL DE 3 AÑOS,AUTONOMO
22UBH0004L     ,PREPARATORIA DE LA UAQ SALVADOR ALLENDE PLANTEL COLON                           ,22,COLON,AJUCHITLAN,BACHILLERATO GENERAL DE 3 AÑOS,AUTONOMO
22UBH0005K     ,PREPARATORIA DE LA UNIVERSIDAD AUTONOMA DE QUERETARO PLANTEL PEDRO ESCOBEDO     ,22,PEDRO ESCOBEDO,SAUZ ALTO,BACHILLERATO GENERAL DE 3 AÑOS,AUTONOMO
22UET0001G     ,ESCUELA DE ENFERMERIA CAMPUS SAN JUAN DEL RIO                                   ,22,SAN JUAN DEL RIO,SAN JUAN DEL RIO,PROFESIONAL TECNICO,AUTONOMO
22UET0005C     ,ESCUELA DE ENFERMERIA UAQ                                                       ,22,QUERETARO,SANTIAGO DE QUERETARO,PROFESIONAL TECNICO,AUTONOMO
23DBP0001F     ,CENTRO DE ESTUDIOS DE BACHILLERATO                                              ,23,OTHON P. BLANCO,BACALAR,BACHILLERATO GENERAL DE 3 AÑOS,FEDERAL
23DBP0002E     ,CENTRO DE ESTUDIOS DE BACHILLERATO                                              ,23,FELIPE CARRILLO PUERTO,FELIPE CARRILLO PUERTO,BACHILLERATO GENERAL DE 3 AÑOS,FEDERAL
23DCM0001H     ,CENTRO DE ESTUDIOS TECNOLOGICOS DEL MAR NUM. 10                                 ,23,OTHON P. BLANCO,CHETUMAL,BACHILLERATO TECNOLOGICO DEL MAR,FEDERAL
23DCT0001R     ,CENTRO DE BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS NUM. 214           ,23,OTHON P. BLANCO,CHETUMAL,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,FEDERAL
23DCT0002Q     ,CENTRO DE BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS NUM. 214           ,23,OTHON P. BLANCO,CHETUMAL,BACHILLERATO GENERAL ABIERTO,FEDERAL
23DCT0003P     ,CENTRO DE BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS NUM. 72            ,23,FELIPE CARRILLO PUERTO,FELIPE CARRILLO PUERTO,BACHILLERATO GENERAL ABIERTO,FEDERAL
23DCT0159Q     ,CENTRO DE BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS NUM. 28            ,23,COZUMEL,COZUMEL,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,FEDERAL
23DCT0245M     ,CENTRO DE BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS NUM. 72            ,23,FELIPE CARRILLO PUERTO,FELIPE CARRILLO PUERTO,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,FEDERAL
23DCT0253V     ,CENTRO DE BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS NUM. 253           ,23,OTHON P. BLANCO,CHETUMAL,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,FEDERAL
23DCT0375F     ,CENTRO DE BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS NUM. 111           ,23,BENITO JUAREZ,CANCUN,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,FEDERAL
23DEX0001L     ,OFICINAS DE PREPARATORIA ABIERTA                                                ,23,OTHON P. BLANCO,CHETUMAL,BACHILLERATO GENERAL ABIERTO,FEDERAL
23DPT0001V     ,COLEGIO NACIONAL DE EDUACION PROFESIONAL TECNICA NUM. 9 CAN CUN                 ,23,BENITO JUAREZ,CANCUN,PROFESIONAL TECNICO,ORGANISMO DESCENTRALIZADO DEL GOBIERNO DEL ESTADO
23DPT0002U     ,COLEGIO NACIONAL DE EDUACION PROFESIONAL TECNICA NUM. 65                        ,23,COZUMEL,COZUMEL,PROFESIONAL TECNICO,ORGANISMO DESCENTRALIZADO DEL GOBIERNO DEL ESTADO
23DPT0003T     ,COLEGIO NACIONAL DE EDUACION PROFESIONAL TECNICA NUM. 102                       ,23,FELIPE CARRILLO PUERTO,FELIPE CARRILLO PUERTO,PROFESIONAL TECNICO,ORGANISMO DESCENTRALIZADO DEL GOBIERNO DEL ESTADO
23DPT0004S     ,COLEGIO NACIONAL DE EDUACION PROFESIONAL TECNICA NUM. 7 JESUS MARTINEZ ROSS     ,23,OTHON P. BLANCO,CHETUMAL,PROFESIONAL TECNICO,ORGANISMO DESCENTRALIZADO DEL GOBIERNO DEL ESTADO
23DPT0005R     ,COLEGIO NACIONAL DE EDUACION PROFESIONAL TECNICA CANCUN II                      ,23,BENITO JUAREZ,CANCUN,PROFESIONAL TECNICO,ORGANISMO DESCENTRALIZADO DEL GOBIERNO DEL ESTADO
23DTA0011Z     ,CENTRO DE BACHILLERATO TECNOLOGICO AGROPECUARIO NUM. 11                         ,23,OTHON P. BLANCO,CHETUMAL,BACHILLERATO TECNOLOGICO AGROPECUARIO,FEDERAL
23DTA0080W     ,CENTRO DE BACHILLERATO TECNOLOGICO AGROPECUARIO NUM. 80                         ,23,FELIPE CARRILLO PUERTO,CHUNHUHUB,BACHILLERATO TECNOLOGICO AGROPECUARIO,FEDERAL
23DTA0186P     ,CENTRO DE BACHILLERATO TECNOLOGICO AGROPECUARIO NUM. 186                        ,23,LAZARO CARDENAS,KANTUNILKIN,BACHILLERATO TECNOLOGICO AGROPECUARIO,FEDERAL
23EBH0002V     ,EVA SAMANO DE LOPEZ MATEOS                                                      ,23,OTHON P. BLANCO,CHETUMAL,BACHILLERATO GENERAL DE 3 AÑOS,ESTATAL
23ECB0001A     ,CHETUMAL UNO                                                                    ,23,OTHON P. BLANCO,CHETUMAL,BACHILLERATO GENERAL DE 3 AÑOS,ORGANISMO DESCENTRALIZADO DEL GOBIERNO DEL ESTADO
23ECB0002Z     ,PLANTEL CANCUN UNO                                                              ,23,BENITO JUAREZ,CANCUN,BACHILLERATO GENERAL DE 3 AÑOS,ORGANISMO DESCENTRALIZADO DEL GOBIERNO DEL ESTADO
23ECB0003Z     ,BACALAR                                                                         ,23,OTHON P. BLANCO,BACALAR,BACHILLERATO GENERAL DE 3 AÑOS,ORGANISMO DESCENTRALIZADO DEL GOBIERNO DEL ESTADO
23ECB0004Y     ,JOSE MARIA MORELOS                                                              ,23,JOSE MARIA MORELOS,JOSE MARIA MORELOS,BACHILLERATO GENERAL DE 3 AÑOS,ORGANISMO DESCENTRALIZADO DEL GOBIERNO DEL ESTADO
23ECB0005X     ,RIO HONDO                                                                       ,23,OTHON P. BLANCO,PUCTE,BACHILLERATO GENERAL DE 3 AÑOS,ORGANISMO DESCENTRALIZADO DEL GOBIERNO DEL ESTADO
23ECB0006W     ,ISLA MUJERES                                                                    ,23,ISLA MUJERES,ISLA MUJERES,BACHILLERATO GENERAL DE 3 AÑOS,ORGANISMO DESCENTRALIZADO DEL GOBIERNO DEL ESTADO
23ECB0007V     ,COZUMEL                                                                         ,23,COZUMEL,COZUMEL,BACHILLERATO GENERAL DE 3 AÑOS,ORGANISMO DESCENTRALIZADO DEL GOBIERNO DEL ESTADO
23ECB0008U     ,CHETUMAL DOS                                                                    ,23,OTHON P. BLANCO,CHETUMAL,BACHILLERATO GENERAL DE 3 AÑOS,ORGANISMO DESCENTRALIZADO DEL GOBIERNO DEL ESTADO
23ECB0009T     ,PLANTEL TIHOSUCO                                                                ,23,FELIPE CARRILLO PUERTO,TIHOSUCO,BACHILLERATO GENERAL DE 3 AÑOS,ORGANISMO DESCENTRALIZADO DEL GOBIERNO DEL ESTADO
23ECB0010I     ,CARLOS A.MADRAZO                                                                ,23,OTHON P. BLANCO,CARLOS A. MADRAZO,BACHILLERATO GENERAL DE 3 AÑOS,ORGANISMO DESCENTRALIZADO DEL GOBIERNO DEL ESTADO
23ECB0011H     ,PLAYA DEL CARMEN                                                                ,23,SOLIDARIDAD,PLAYA DEL CARMEN,BACHILLERATO GENERAL DE 3 AÑOS,ORGANISMO DESCENTRALIZADO DEL GOBIERNO DEL ESTADO
23ECB0012G     ,NICOLAS BRAVO                                                                   ,23,OTHON P. BLANCO,NICOLAS BRAVO,BACHILLERATO GENERAL DE 3 AÑOS,ORGANISMO DESCENTRALIZADO DEL GOBIERNO DEL ESTADO
23ECB0013F     ,CANCUN DOS                                                                      ,23,BENITO JUAREZ,CANCUN,BACHILLERATO GENERAL DE 3 AÑOS,ORGANISMO DESCENTRALIZADO DEL GOBIERNO DEL ESTADO
23ECB0014E     ,CENTRO DE ENSEÑANZA ABIERTA CANCUN                                              ,23,BENITO JUAREZ,CANCUN,BACHILLERATO GENERAL ABIERTO,ORGANISMO DESCENTRALIZADO DEL GOBIERNO DEL ESTADO
23ECB0015D     ,CENTRO DE ENSEÑANZA ABIERTA CHETUMAL                                            ,23,OTHON P. BLANCO,CHETUMAL,BACHILLERATO GENERAL ABIERTO,ORGANISMO DESCENTRALIZADO DEL GOBIERNO DEL ESTADO
23ECB0016C     ,CENTRO DE ENSEÑANZA ABIERTA COZUMEL                                             ,23,COZUMEL,COZUMEL,BACHILLERATO GENERAL ABIERTO,ORGANISMO DESCENTRALIZADO DEL GOBIERNO DEL ESTADO
