               ,ESCUELA PREPARATORIA NUM. 3\\ TURNO MATUTINO                                     ,24,SAN LUIS POTOSI,aaa,,
01PBH3459G     ,UNIVERSIDAD DEL VALLE DE MEXICO\\ PLANTEL AGUASCALIENTES                         ,1,AGUASCALIENTES,AGUASCALIENTES,BACHILLERATO GENERAL DE 3 AÑOS,PARTICULAR
01PCT0002J     ,COLEGIO TECNOLOGICO ALEXANDER HAMILTON\\ A.C.                                    ,1,AGUASCALIENTES,AGUASCALIENTES,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
01PCT0004H     ,INSTITUTO TECNOLOGICO ROOSEVELT                                                 ,1,AGUASCALIENTES,AGUASCALIENTES,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
01PCT0005G     ,CENTRO DE BACHILLERATO TECNICO EN COMPUTACION                                   ,1,AGUASCALIENTES,AGUASCALIENTES,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
01PCT0006F     ,PREPARATORIA DE LA UNIVERSIDAD CUAUHTEMOC PLANTEL AGUASCALIENTES\\ A. C.         ,1,AGUASCALIENTES,AGUASCALIENTES,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
01PCT0008D     ,COLEGIO LATINOAMERICANO JUVENTUD                                                ,1,AGUASCALIENTES,AGUASCALIENTES,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
01PCT0009C     ,CENTRO TECNOLOGICO BEETHOVEN                                                    ,1,AGUASCALIENTES,AGUASCALIENTES,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
01PET0007C     ,TECNOLOGICO PROFESIONAL EN HOTELERIA Y RESTAURANTES HUGO A. MEDRANO PARADA\\ A.C ,1,AGUASCALIENTES,AGUASCALIENTES,PROFESIONAL TECNICO,PARTICULAR
01PET0008B     ,INSTITUTO DE TECNICAS PARA LA SALUD INTEGRAL\\ A.C.                              ,1,AGUASCALIENTES,AGUASCALIENTES,PROFESIONAL TECNICO (CURSOS INTENSIVOS),PARTICULAR
01SBC2031Z     ,BENITO JUAREZ                                                                   ,1,AGUASCALIENTES,AGUASCALIENTES,BACHILLERATO GENERAL DE 3 AÑOS,SUBSIDIO SECRETARIA DE EDUCACION PUBLICA - ASOCIACION CIVIL
01SBC2072Z     ,DAVID GUTIERREZ ACOSTA                                                          ,1,RINCON DE ROMOS,RINCON DE ROMOS,BACHILLERATO GENERAL DE 3 AÑOS,SUBSIDIO SECRETARIA DE EDUCACION PUBLICA - ASOCIACION CIVIL
01UBH0013G     ,CENTRO DE BACHILLERATO Y SECUNDARIA                                             ,1,AGUASCALIENTES,AGUASCALIENTES,BACHILLERATO GENERAL DE 3 AÑOS,AUTONOMO
01UET0003S     ,ESCUELA DE ENFERMERIA\\ CENTRAL MEDICO QUIRURGICA                                ,1,AGUASCALIENTES,AGUASCALIENTES,PROFESIONAL TECNICO,AUTONOMO
02DBH0001K     ,LAZARO CARDENAS                                                                 ,2,TIJUANA,TIJUANA,BACHILLERATO GENERAL DE 3 AÑOS,FEDERAL
02DBM0001W     ,BACHILLERATO PEDAGOGICO PARA MAESTROS EN SERVICIO                               ,2,MEXICALI,MEXICALI,BACHILLERATO GENERAL SEMIESCOLARIZADO,FEDERAL TRANSFERIDO
02DBM0002V     ,BACHILLERATO PEDAGOGICO PARA MAESTROS EN SERVICIO                               ,2,TIJUANA,TIJUANA,BACHILLERATO GENERAL SEMIESCOLARIZADO,FEDERAL TRANSFERIDO
02DCM0001V     ,CENTRO DE ESTUDIOS TECNOLOGICOS DEL MAR NUM. 11                                 ,2,ENSENADA,ENSENADA,BACHILLERATO TECNOLOGICO DEL MAR,FEDERAL
02DCT0018E     ,CENTRO DE ESTUDIOS TECNOLOGICOS INDUSTRIAL Y DE SERVICIOS NUM. 18               ,2,MEXICALI,MEXICALI,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,FEDERAL
02DCT0058F     ,CENTRO DE ESTUDIOS TECNOLOGICOS INDUSTRIAL Y DE SERVICIOS NUM. 58               ,2,TIJUANA,TIJUANA,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,FEDERAL
02DCT0075W     ,CENTRO DE ESTUDIOS TECNOLOGICOS INDUSTRIAL Y DE SERVICIOS NUM. 75               ,2,MEXICALI,MEXICALI,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,FEDERAL
02DCT0082F     ,CENTRO DE BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS NUM. 21            ,2,MEXICALI,MEXICALI,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,FEDERAL
02DCT0201C     ,CENTRO DE BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS NUM. 41            ,2,ENSENADA,ENSENADA,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,FEDERAL
02DCT0237R     ,CENTRO DE BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS NUM. 237           ,2,TIJUANA,TIJUANA,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,FEDERAL
02DCT0406W     ,CENTRO DE BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS NUM. 116           ,2,TIJUANA,TIJUANA,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,FEDERAL
02DCT0407V     ,CENTRO DE BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS NUM. 140           ,2,MEXICALI,MEXICALI,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,FEDERAL
02DCT0408U     ,CENTRO DE BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS NUM. 146           ,2,TIJUANA,TIJUANA,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,FEDERAL
02DCT0409T     ,CENTRO DE BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS NUM. 155           ,2,TIJUANA,TIJUANA,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,FEDERAL
02DCT0410I     ,CENTRO DE ESTUDIOS TECNOLOGICOS INDUSTRIAL Y DE SERVICIOS NUM. 25               ,2,TECATE,TECATE,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,FEDERAL
02DCT0411H     ,CENTRO DE ESTUDIOS TECNOLOGICOS INDUSTRIAL Y DE SERVICIOS NUM. 74               ,2,ENSENADA,ENSENADA,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,FEDERAL
02DCT0412G     ,CENTRO DE ESTUDIOS TECNOLOGICOS INDUSTRIAL Y DE SERVICIOS NUM. 156              ,2,TIJUANA,TIJUANA,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,FEDERAL
02DET0156E     ,CENTRO DE ESTUDIOS TECNOLOGICOS INDUSTRIAL Y DE SERVICIOS NUM. 156              ,2,TIJUANA,TIJUANA,PROFESIONAL TECNICO,FEDERAL
02DEX0001Z     ,OFICINAS PREPARATORIA ABIERTA                                                   ,2,MEXICALI,MEXICALI,BACHILLERATO GENERAL ABIERTO,FEDERAL
02DPT0004F     ,COLEGIO NACIONAL DE EDUCACION PROFESIONAL TECNICA NUM. 17 MEXICALI I          ,2,MEXICALI,PUEBLA,PROFESIONAL TECNICO,ORGANISMO DESCENTRALIZADO DEL GOBIERNO DEL ESTADO
02DPT0006D     ,COLEGIO NACIONAL DE EDUCACION PROFESIONAL TECNICA NUM. 64 ENSENADA            ,2,ENSENADA,ENSENADA,PROFESIONAL TECNICO,ORGANISMO DESCENTRALIZADO DEL GOBIERNO DEL ESTADO
02DPT0008B     ,COLEGIO NACIONAL DE EDUCACION PROFESIONAL TECNICA NUM. 143 TIJUANA II         ,2,TIJUANA,TIJUANA,PROFESIONAL TECNICO,ORGANISMO DESCENTRALIZADO DEL GOBIERNO DEL ESTADO
02DPT0010Q     ,COLEGIO NACIONAL DE EDUCACION PROFESIONAL TECNICA NUM. 18 TIJUANA I           ,2,TIJUANA,TIJUANA,PROFESIONAL TECNICO,ORGANISMO DESCENTRALIZADO DEL GOBIERNO DEL ESTADO
02DPT0012O     ,COLEGIO NACIONAL DE EDUCACION PROFESIONAL TECNICA NUM. 154 MEXICALI II        ,2,MEXICALI,MEXICALI,PROFESIONAL TECNICO,ORGANISMO DESCENTRALIZADO DEL GOBIERNO DEL ESTADO
02DPT0014M     ,COLEGIO NACIONAL DE EDUCACION PROFESIONAL TECNICA NUM. 215 ING. CESAR MORENO MAR,2,TECATE,TECATE,PROFESIONAL TECNICO,ORGANISMO DESCENTRALIZADO DEL GOBIERNO DEL ESTADO
02DTA0041H     ,CENTRO DE BACHILLERATO TECNOLOGICO AGROPECUARIO NUM. 41                         ,2,MEXICALI,COLONIA AGRICOLA BENITO JUAREZ,BACHILLERATO TECNOLOGICO AGROPECUARIO,FEDERAL
02DTA0146B     ,CENTRO DE BACHILLERATO TECNOLOGICO AGROPECUARIO NUM. 146                        ,2,ENSENADA,NUEVO CENTRO DE POBLACION PADRE KINO,BACHILLERATO TECNOLOGICO AGROPECUARIO,FEDERAL
02DTA0198H     ,CENTRO DE BACHILLERATO TECNOLOGICO AGROPECUARIO NUM. 198                        ,2,ENSENADA,EJIDO NACIONALISTA DE SANCHEZ TABOADA,BACHILLERATO TECNOLOGICO AGROPECUARIO,FEDERAL
02EAR0001R     ,BELLAS ARTES                                                                    ,2,MEXICALI,MEXICALI,PROFESIONAL TECNICO,ESTATAL
02ECB0001O     ,MIGUEL HIDALGO Y COSTILLA                                                       ,2,MEXICALI,MEXICALI,BACHILLERATO GENERAL DE 3 AÑOS,ORGANISMO DESCENTRALIZADO DEL GOBIERNO DEL ESTADO
02ECB0003M     ,MEXICALI                                                                        ,2,MEXICALI,MEXICALI,BACHILLERATO GENERAL DE 3 AÑOS,ORGANISMO DESCENTRALIZADO DEL GOBIERNO DEL ESTADO
02ECB0006J     ,GUADALUPE VICTORIA                                                              ,2,MEXICALI,GUADALUPE VICTORIA (KM. 43),BACHILLERATO GENERAL DE 3 AÑOS,ORGANISMO DESCENTRALIZADO DEL GOBIERNO DEL ESTADO
02ECB0007I     ,BAJA CALIFORNIA                                                                 ,2,MEXICALI,MEXICALI,BACHILLERATO GENERAL DE 3 AÑOS,ORGANISMO DESCENTRALIZADO DEL GOBIERNO DEL ESTADO
02ECB0010W     ,NUEVO LEÓN                                                                      ,2,MEXICALI,NUEVO LEON,BACHILLERATO GENERAL DE 3 AÑOS,ORGANISMO DESCENTRALIZADO DEL GOBIERNO DEL ESTADO
02ECB0011V     ,ENSENADA                                                                        ,2,ENSENADA,ENSENADA,BACHILLERATO GENERAL DE 3 AÑOS,ORGANISMO DESCENTRALIZADO DEL GOBIERNO DEL ESTADO
02ECB0012U     ,CIUDAD MORELOS                                                                  ,2,MEXICALI,CIUDAD MORELOS (CUERVOS),BACHILLERATO GENERAL DE 3 AÑOS,ORGANISMO DESCENTRALIZADO DEL GOBIERNO DEL ESTADO
02ECB0013T     ,TECATE                                                                          ,2,TECATE,TECATE,BACHILLERATO GENERAL DE 3 AÑOS,ORGANISMO DESCENTRALIZADO DEL GOBIERNO DEL ESTADO
02ECB0016Q     ,MTRO.RUBÉN VIZCAÍNO VALENCIA                                                    ,2,TIJUANA,TIJUANA,BACHILLERATO GENERAL DE 3 AÑOS,ORGANISMO DESCENTRALIZADO DEL GOBIERNO DEL ESTADO
02ECB0019N     ,LA MESA                                                                         ,2,TIJUANA,TIJUANA,BACHILLERATO GENERAL DE 3 AÑOS,ORGANISMO DESCENTRALIZADO DEL GOBIERNO DEL ESTADO
02ECB0022A     ,PLANTEL ROSARITO                                                                ,2,PLAYAS DE ROSARITO,PLAYAS DE ROSARITO,BACHILLERATO GENERAL DE 3 AÑOS,ORGANISMO DESCENTRALIZADO DEL GOBIERNO DEL ESTADO
02ECB0026X     ,SAN FELIPE                                                                      ,2,MEXICALI,SAN FELIPE,BACHILLERATO GENERAL DE 3 AÑOS,ORGANISMO DESCENTRALIZADO DEL GOBIERNO DEL ESTADO
02ECB0027W     ,SAN QUINTÍN                                                                     ,2,ENSENADA,SAN QUINTIN,BACHILLERATO GENERAL DE 3 AÑOS,ORGANISMO DESCENTRALIZADO DEL GOBIERNO DEL ESTADO
02ECB0031I     ,MTRO.JOSÉ VASCONCELOS CALDERÓN                                                  ,2,MEXICALI,COLONIA CALLES,BACHILLERATO GENERAL DE 3 AÑOS,ORGANISMO DESCENTRALIZADO DEL GOBIERNO DEL ESTADO
02ECB0032H     ,PRIMER AYUNTAMIENTO PLAYAS DE ROSARITO                                          ,2,PLAYAS DE ROSARITO,PLAYAS DE ROSARITO,BACHILLERATO GENERAL DE 3 AÑOS,ORGANISMO DESCENTRALIZADO DEL GOBIERNO DEL ESTADO
02ECB0033G     ,TIJUANA SIGLO XXI                                                               ,2,TIJUANA,SAN ANTONIO DE LOS BUENOS,BACHILLERATO GENERAL DE 3 AÑOS,ORGANISMO DESCENTRALIZADO DEL GOBIERNO DEL ESTADO
02ECB0034F     ,NUEVA TIJUANA                                                                   ,2,TIJUANA,TIJUANA,BACHILLERATO GENERAL DE 3 AÑOS,ORGANISMO DESCENTRALIZADO DEL GOBIERNO DEL ESTADO
02ECB0035E     ,EXTENSIÓN ENSENADA                                                              ,2,ENSENADA,ENSENADA,BACHILLERATO GENERAL DE 3 AÑOS,ORGANISMO DESCENTRALIZADO DEL GOBIERNO DEL ESTADO
02ECB0036D     ,CAMALÚ                                                                          ,2,ENSENADA,CAMALU,BACHILLERATO GENERAL DE 3 AÑOS,ORGANISMO DESCENTRALIZADO DEL GOBIERNO DEL ESTADO
02EET0001B     ,CENTRO DE ESTUDIOS CONTABLES Y ADMINISTRATIVOS                                  ,2,MEXICALI,MEXICALI,PROFESIONAL TECNICO,ESTATAL
02EET0002A     ,INSTITUTO TECNICO DE CONTABILIDAD Y ADMINISTRACION DEL ESTADO                   ,2,MEXICALI,MEXICALI,PROFESIONAL TECNICO,ESTATAL
02EMS0001V     ,VALLE DE LA TRINIDAD                                                            ,2,ENSENADA,VALLE DE LA TRINIDAD,BACHILLERATO GENERAL DE 3 AÑOS,ORGANISMO DESCENTRALIZADO DEL GOBIERNO DEL ESTADO
02EMS0002U     ,PUNTA COLONET                                                                   ,2,ENSENADA,EJIDO MEXICO (EJIDO PUNTA COLONET),BACHILLERATO GENERAL DE 3 AÑOS,ORGANISMO DESCENTRALIZADO DEL GOBIERNO DEL ESTADO
02EMS0003T     ,EL ROSARIO                                                                      ,2,ENSENADA,EL ROSARIO DE ARRIBA,BACHILLERATO GENERAL DE 3 AÑOS,ORGANISMO DESCENTRALIZADO DEL GOBIERNO DEL ESTADO
02EMS0005R     ,VALLE DE GUADALUPE                                                              ,2,ENSENADA,ENSENADA,BACHILLERATO GENERAL DE 3 AÑOS,ORGANISMO DESCENTRALIZADO DEL GOBIERNO DEL ESTADO
02EMS0006Q     ,REAL DEL CASTILLO                                                               ,2,ENSENADA,REAL DEL CASTILLO VIEJO,BACHILLERATO GENERAL DE 3 AÑOS,ORGANISMO DESCENTRALIZADO DEL GOBIERNO DEL ESTADO
02EMS0007P     ,HONGO                                                                           ,2,TECATE,COLONIA LUIS ECHEVERRIA ALVAREZ (EL HONG,BACHILLERATO GENERAL DE 3 AÑOS,ORGANISMO DESCENTRALIZADO DEL GOBIERNO DEL ESTADO
02EMS0008O     ,SAN VICENTE                                                                     ,2,ENSENADA,SAN VICENTE,BACHILLERATO GENERAL DE 3 AÑOS,ORGANISMO DESCENTRALIZADO DEL GOBIERNO DEL ESTADO
02EMS0009N     ,EJIDO NAYARIT                                                                   ,2,MEXICALI,NAYARIT LLAMADA,BACHILLERATO GENERAL DE 3 AÑOS,ORGANISMO DESCENTRALIZADO DEL GOBIERNO DEL ESTADO
02EMS0010C     ,ESTACIÓN COAHUILA                                                               ,2,MEXICALI,ESTACION COAHUILA (KM. 57),BACHILLERATO GENERAL DE 3 AÑOS,ORGANISMO DESCENTRALIZADO DEL GOBIERNO DEL ESTADO
02EMS0011B     ,VALLE DE LAS PALMAS                                                             ,2,TECATE,VALLE DE LAS PALMAS,BACHILLERATO GENERAL DE 3 AÑOS,ORGANISMO DESCENTRALIZADO DEL GOBIERNO DEL ESTADO
02EMS0012A     ,CENTRO EMSAD PARA TRABAJADORES NO. 1                                            ,2,MEXICALI,MEXICALI,BACHILLERATO GENERAL DE 3 AÑOS,ORGANISMO DESCENTRALIZADO DEL GOBIERNO DEL ESTADO
02EMS0013Z     ,CENTRO EMSAD PARA TRABAJADORES NO.2                                             ,2,TIJUANA,TIJUANA,BACHILLERATO GENERAL DE 3 AÑOS,ORGANISMO DESCENTRALIZADO DEL GOBIERNO DEL ESTADO
02EMS0014Z     ,CENTRO EMSAD PARA TRABAJADORES NO. 3                                            ,2,TECATE,TECATE,BACHILLERATO GENERAL SEMIESCOLARIZADO,ORGANISMO DESCENTRALIZADO DEL GOBIERNO DEL ESTADO
02EPE0001P     ,CENTRO DE ESTUDIOS PEDAGOGICOS DEL ESTADO                                       ,2,MEXICALI,MEXICALI,PROFESIONAL TECNICO,ESTATAL
02ETC0001D     ,COLEGIO DE ESTUDIOS CIENTIFICOS Y TECNOLOGICOS PLANTEL EL PACIFICO              ,2,TIJUANA,TIJUANA,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,ORGANISMO DESCENTRALIZADO DEL GOBIERNO DEL ESTADO
02ETC0002C     ,COLEGIO DE ESTUDIOS CIENTIFICOS Y TECNOLOGICOS PLANTEL XOCHIMILCO               ,2,MEXICALI,MEXICALI,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,ORGANISMO DESCENTRALIZADO DEL GOBIERNO DEL ESTADO
02ETC0003B     ,COLEGIO DE ESTUDIOS CIENTIFICOS Y TECNOLOGICOS PLANTEL EL FLORIDO               ,2,TIJUANA,EL FLORIDO,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,ORGANISMO DESCENTRALIZADO DEL GOBIERNO DEL ESTADO
02ETC0004A     ,COLEGIO DE ESTUDIOS CIENTIFICOS Y TECNOLOGICOS PLANTEL ENSENADA                 ,2,ENSENADA,ENSENADA,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,ORGANISMO DESCENTRALIZADO DEL GOBIERNO DEL ESTADO
02ETC0005Z     ,COLEGIO DE ESTUDIOS CIENTIFICOS Y TECNOLOGICOS PLANTEL MATAMOROS                ,2,TIJUANA,TIJUANA,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,ORGANISMO DESCENTRALIZADO DEL GOBIERNO DEL ESTADO
02ETC0006Z     ,COLEGIO DE ESTUDIOS CIENTIFICOS Y TECNOLOGICOS PLANTEL ZONA RIO                 ,2,TIJUANA,TIJUANA,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,ORGANISMO DESCENTRALIZADO DEL GOBIERNO DEL ESTADO
02ETC0007Y     ,COLEGIO DE ESTUDIOS CIENTIFICOS Y TECNOLOGICOS PLANTEL COMPUERTAS               ,2,MEXICALI,MEXICALI,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,ORGANISMO DESCENTRALIZADO DEL GOBIERNO DEL ESTADO
02PAR0001X     ,ESCUELA DE DANZA GLORIA CAMPOBELLO                                              ,2,TIJUANA,TIJUANA,PROFESIONAL TECNICO,PARTICULAR
02PBH0005L     ,BACHILLERATO INTERAMERICANO                                                     ,2,MEXICALI,MEXICALI,BACHILLERATO GENERAL DE 3 AÑOS,PARTICULAR
02PBH0006K     ,LIC. BENITO JUÁREZ                                                              ,2,TIJUANA,TIJUANA,BACHILLERATO GENERAL DE 3 AÑOS,PARTICULAR
02PBH0008I     ,COLEGIO CADI                                                                    ,2,TIJUANA,TIJUANA,BACHILLERATO GENERAL DE 3 AÑOS,PARTICULAR
02PBH0010X     ,BACHILLERATO METROPOLITANO                                                      ,2,MEXICALI,MEXICALI,BACHILLERATO GENERAL DE 3 AÑOS,PARTICULAR
02PBH0012V     ,XOCHICALCO MEXICALI                                                             ,2,MEXICALI,MEXICALI,BACHILLERATO GENERAL DE 3 AÑOS,PARTICULAR
02PBH0016R     ,JOSÉ VASCONCELOS                                                                ,2,TIJUANA,TIJUANA,BACHILLERATO GENERAL DE 3 AÑOS,PARTICULAR
02PBH0018P     ,COLEGIO ATENEO                                                                  ,2,ENSENADA,ENSENADA,BACHILLERATO GENERAL DE 3 AÑOS,PARTICULAR
02PBH0019O     ,COLEGIO ALEMÁN CUAUHTEMOC HANK                                                  ,2,TIJUANA,TIJUANA,BACHILLERATO GENERAL DE 3 AÑOS,PARTICULAR
02PBH0021C     ,CENTRO DE BACHILLERATO DE LAS CALIFORNIAS                                       ,2,MEXICALI,MEXICALI,BACHILLERATO GENERAL DE 3 AÑOS,PARTICULAR
02PBH0022B     ,XOCHICALCO TIJUANA                                                              ,2,TIJUANA,TIJUANA,BACHILLERATO GENERAL DE 3 AÑOS,PARTICULAR
02PBH0023A     ,HIGLAND PRINCE ACADEMY DE MÉXICO                                                ,2,TIJUANA,TIJUANA,BACHILLERATO GENERAL DE 3 AÑOS,PARTICULAR
02PBH0024Z     ,COLEGIO AQUILES SERDAN                                                          ,2,TIJUANA,TIJUANA,BACHILLERATO GENERAL DE 3 AÑOS,PARTICULAR
02PBH0025Z     ,EXTENSIÓN JOSÉ VASCONCELOS                                                      ,2,TIJUANA,TIJUANA,BACHILLERATO GENERAL DE 3 AÑOS,PARTICULAR
02PBH0026Y     ,INSTITUTO EDUCATIVO ATENEOS ANTES(INSTITUTO EDUCATIVO JOSÉ VASCONCELOS)         ,2,ENSENADA,ENSENADA,BACHILLERATO GENERAL DE 3 AÑOS,PARTICULAR
02PBH0028W     ,TECNOLÓGICO DE BAJA CALIFORNIA\\ PREPARATORIA                                    ,2,ENSENADA,ENSENADA,BACHILLERATO GENERAL DE 3 AÑOS,PARTICULAR
02PBH0029V     ,COLEGIO FAMILIA DE TIJUANA                                                      ,2,TIJUANA,TIJUANA,BACHILLERATO GENERAL DE 3 AÑOS,PARTICULAR
02PBH0030K     ,CENTRO EDUCATIVO PATRIA                                                         ,2,ENSENADA,EL SAUZAL,BACHILLERATO GENERAL DE 3 AÑOS,PARTICULAR
02PBH0031J     ,BACHILLERATO INTERAMERICANO\\ PLANTEL TIJUANA                                    ,2,TIJUANA,TIJUANA,BACHILLERATO GENERAL DE 3 AÑOS,PARTICULAR
02PBH0032I     ,JOSÉ VASCONCELOS 3\\ UNIDAD VILLAFONTANA                                         ,2,TIJUANA,TIJUANA,BACHILLERATO GENERAL DE 3 AÑOS,PARTICULAR
02PBH0033H     ,JOSÉ VASCONCELOS 4\\UNIDAD CAMPESTRE MURUA                                       ,2,TIJUANA,TIJUANA,BACHILLERATO GENERAL DE 3 AÑOS,PARTICULAR
02PBH0034G     ,INSTITUTO KOLBE                                                                 ,2,TIJUANA,TIJUANA,BACHILLERATO GENERAL DE 3 AÑOS,PARTICULAR
02PBH0035F     ,BACHILLERATO U.N.D.L.                                                           ,2,ENSENADA,ENSENADA,BACHILLERATO GENERAL DE 3 AÑOS,PARTICULAR
02PBH0036E     ,INTITUTO BENJAMÍN FRANKLIN                                                      ,2,TECATE,TECATE,BACHILLERATO GENERAL DE 3 AÑOS,PARTICULAR
02PBH0037D     ,PREP. ELENA HARMON                                                              ,2,MEXICALI,MEXICALI,BACHILLERATO GENERAL DE 3 AÑOS,PARTICULAR
02PBH0038C     ,COLEGIO CALMECAC                                                                ,2,MEXICALI,MEXICALI,BACHILLERATO GENERAL DE 3 AÑOS,PARTICULAR
02PBH0039B     ,LIC. CARLOS CUESTA GALLARDO                                                     ,2,TECATE,TECATE,BACHILLERATO GENERAL DE 3 AÑOS,PARTICULAR
02PBH0040R     ,COLEGIO LA ESPERANZA                                                            ,2,TIJUANA,TIJUANA,BACHILLERATO GENERAL DE 3 AÑOS,PARTICULAR
02PBH0041Q     ,PATRIA NUEVA                                                                    ,2,TIJUANA,EJIDO OJO DE AGUA,BACHILLERATO GENERAL DE 3 AÑOS,PARTICULAR
02PBH0042P     ,CENTRO DE ENSEÑANZA SUPERIOR GUADALAJARA                                        ,2,TIJUANA,TIJUANA,BACHILLERATO GENERAL DE 3 AÑOS,PARTICULAR
02PBH0043O     ,DR. LUIS GARIBAY GUTIÉRREZ                                                      ,2,TIJUANA,TIJUANA,BACHILLERATO GENERAL DE 3 AÑOS,PARTICULAR
02PBH0044N     ,BACHILLERATO POLITECNICO DEL BAJA CALIFORNIA                                    ,2,TIJUANA,TIJUANA,BACHILLERATO GENERAL DE 3 AÑOS,PARTICULAR
02PBH0045M     ,COLEGIO SANTA ROSA DE LIMA                                                      ,2,TIJUANA,TIJUANA,BACHILLERATO GENERAL DE 3 AÑOS,PARTICULAR
02PBH0047K     ,CENTRO DE ESTUDIOS BACHILLERATO INTEGRAL DEL NOROESTE                           ,2,TIJUANA,TIJUANA,BACHILLERATO GENERAL DE 3 AÑOS,PARTICULAR
02PBH0048J     ,FRAY JUNÍPERO SERRA                                                             ,2,ENSENADA,ENSENADA,BACHILLERATO GENERAL DE 3 AÑOS,PARTICULAR
02PBH0049I     ,BACHILLERATO LIBERAL DE LAS AMERICAS                                            ,2,MEXICALI,MEXICALI,BACHILLERATO GENERAL DE 3 AÑOS,PARTICULAR
02PBH0050Y     ,CENTRO ESCOLAR FRANCO AMERICANO                                                 ,2,MEXICALI,MEXICALI,BACHILLERATO GENERAL DE 3 AÑOS,PARTICULAR
02PBH0053V     ,CRISTÓBAL COLÓN                                                                 ,2,TIJUANA,TIJUANA,BACHILLERATO GENERAL DE 3 AÑOS,PARTICULAR
02PBH0057R     ,PREP. CALTEC                                                                    ,2,MEXICALI,MEXICALI,BACHILLERATO GENERAL DE 3 AÑOS,PARTICULAR
02PBH0058Q     ,PREPARATORIA NACIÓN INDEPENDIENTE                                               ,2,TIJUANA,TIJUANA,BACHILLERATO GENERAL DE 3 AÑOS,PARTICULAR
02PBH0059P     ,INSTITUTO SALVATIERRA                                                           ,2,MEXICALI,MEXICALI,BACHILLERATO GENERAL DE 3 AÑOS,PARTICULAR
02PBH0062C     ,COLEGIO MEXICALI                                                                ,2,MEXICALI,MEXICALI,BACHILLERATO GENERAL DE 3 AÑOS,PARTICULAR
02PBH0063B     ,ALFONSO REYES                                                                   ,2,MEXICALI,MEXICALI,BACHILLERATO GENERAL DE 3 AÑOS,PARTICULAR
02PBH0064A     ,COLEGIO JUAN DE DIOS FERNÁNDEZ                                                  ,2,TIJUANA,TIJUANA,BACHILLERATO GENERAL DE 3 AÑOS,PARTICULAR
02PBH0067Y     ,INSTITUTO CALIFORNIA                                                            ,2,ENSENADA,SAN QUINTIN,BACHILLERATO GENERAL DE 3 AÑOS,PARTICULAR
02PBH0069W     ,16 DE SEPTIEMBRE                                                                ,2,MEXICALI,MEXICALI,BACHILLERATO GENERAL DE 3 AÑOS,PARTICULAR
02PBH0070L     ,PREPARATORIA LIC. ANTONIO CASO                                                  ,2,TIJUANA,TIJUANA,BACHILLERATO GENERAL DE 3 AÑOS,PARTICULAR
02PBH0071K     ,PREPARATORIA MUNICIPAL DE TIJUANA                                               ,2,TIJUANA,TIJUANA,BACHILLERATO GENERAL DE 3 AÑOS,PARTICULAR
02PBH0073I     ,REFORMA                                                                         ,2,TIJUANA,TIJUANA,BACHILLERATO GENERAL DE 3 AÑOS,PARTICULAR
